category,keyword,competition,intents,trend
related_keywords,home depot plantation shutters,100,,"October 2024 : 14800, November 2024 : 5400, December 2024 : 1900, January 2025 : 2400, February 2025 : 1900, March 2025 : 1900, April 2025 : 1900, May 2025 : 1900, June 2025 : 1900, July 2025 : 1900, August 2025 : 2400, September 2025 : 1600"
related_keywords,blinds for large windows,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 6600, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 2900"
related_keywords,door shades,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 2900"
related_keywords,blackout blinds for bedroom,98,,"October 2024 : 1900, November 2024 : 1900, December 2024 : 2900, January 2025 : 6600, February 2025 : 2400, March 2025 : 2400, April 2025 : 2400, May 2025 : 2900, June 2025 : 5400, July 2025 : 4400, August 2025 : 4400, September 2025 : 6600"
related_keywords,blinds for kitchen windows,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,flat roman shades,50,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 1300, February 2025 : 1300, March 2025 : 1300, April 2025 : 1000, May 2025 : 1300, June 2025 : 6600, July 2025 : 12100, August 2025 : 9900, September 2025 : 9900"
related_keywords,motorized drapes,100,,"October 2024 : 3600, November 2024 : 6600, December 2024 : 4400, January 2025 : 4400, February 2025 : 3600, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,outside mount roman shades,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2400, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,linen sheer curtains,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 1900, January 2025 : 2900, February 2025 : 2400, March 2025 : 2900, April 2025 : 2400, May 2025 : 2900, June 2025 : 2900, July 2025 : 3600, August 2025 : 5400, September 2025 : 6600"
related_keywords,top down roman shades,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,levolor cellular blinds,100,,"October 2024 : 3600, November 2024 : 4400, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,cellular blinds blackout,100,,"October 2024 : 3600, November 2024 : 5400, December 2024 : 2900, January 2025 : 2900, February 2025 : 2400, March 2025 : 2900, April 2025 : 2900, May 2025 : 3600, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,automatic blackout shades,100,,"October 2024 : 3600, November 2024 : 8100, December 2024 : 3600, January 2025 : 3600, February 2025 : 2400, March 2025 : 2400, April 2025 : 2400, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,kitchen window shades,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,plantation blinds home depot,100,,"October 2024 : 14800, November 2024 : 5400, December 2024 : 1900, January 2025 : 2400, February 2025 : 1900, March 2025 : 1900, April 2025 : 1900, May 2025 : 1900, June 2025 : 1900, July 2025 : 1900, August 2025 : 2400, September 2025 : 1600"
related_keywords,window decor,100,,"October 2024 : 3600, November 2024 : 5400, December 2024 : 4400, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,outdoor window coverings,100,,"October 2024 : 2900, November 2024 : 2400, December 2024 : 1900, January 2025 : 2400, February 2025 : 1900, March 2025 : 2900, April 2025 : 3600, May 2025 : 3600, June 2025 : 5400, July 2025 : 5400, August 2025 : 4400, September 2025 : 2900"
related_keywords,bathroom curtains for small windows,100,,"October 2024 : 3600, November 2024 : 4400, December 2024 : 3600, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,outside window covers,100,,"October 2024 : 2900, November 2024 : 2400, December 2024 : 1900, January 2025 : 2400, February 2025 : 1900, March 2025 : 2900, April 2025 : 3600, May 2025 : 3600, June 2025 : 5400, July 2025 : 5400, August 2025 : 4400, September 2025 : 2900"
related_keywords,bedroom blind,100,,"October 2024 : 2400, November 2024 : 2900, December 2024 : 2400, January 2025 : 3600, February 2025 : 2400, March 2025 : 2900, April 2025 : 2400, May 2025 : 2900, June 2025 : 4400, July 2025 : 9900, August 2025 : 4400, September 2025 : 3600"
related_keywords,living room window blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 4400, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 4400, August 2025 : 3600, September 2025 : 3600"
related_keywords,blind for kitchen window,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,roller blinds for kitchen windows,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,curtains for arched windows,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 3600, July 2025 : 4400, August 2025 : 3600, September 2025 : 2900"
related_keywords,cheap blinds for windows,100,,"October 2024 : 5400, November 2024 : 3600, December 2024 : 2400, January 2025 : 2900, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,top down bottom up cellular shades,100,,"October 2024 : 2400, November 2024 : 2900, December 2024 : 2400, January 2025 : 2900, February 2025 : 2400, March 2025 : 2900, April 2025 : 2900, May 2025 : 2400, June 2025 : 2400, July 2025 : 3600, August 2025 : 2900, September 2025 : 2400"
related_keywords,best blinds,100,,"October 2024 : 3600, November 2024 : 2900, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 2900, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,custom curtains near me,50,,"October 2024 : 2400, November 2024 : 3600, December 2024 : 2400, January 2025 : 2900, February 2025 : 2900, March 2025 : 2900, April 2025 : 2400, May 2025 : 2400, June 2025 : 1900, July 2025 : 1900, August 2025 : 2400, September 2025 : 4400"
related_keywords,remote blinds,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2400, January 2025 : 3600, February 2025 : 2400, March 2025 : 2900, April 2025 : 2900, May 2025 : 2900, June 2025 : 2400, July 2025 : 2400, August 2025 : 2400, September 2025 : 2400"
related_keywords,blinds installation near me,31,,"October 2024 : 1300, November 2024 : 1900, December 2024 : 2400, January 2025 : 2400, February 2025 : 5400, March 2025 : 9900, April 2025 : 1900, May 2025 : 1300, June 2025 : 1300, July 2025 : 1300, August 2025 : 1300, September 2025 : 3600"
related_keywords,jcpenney blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,power blinds,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2400, January 2025 : 4400, February 2025 : 2400, March 2025 : 2900, April 2025 : 2400, May 2025 : 2400, June 2025 : 2400, July 2025 : 2400, August 2025 : 2400, September 2025 : 2400"
related_keywords,motorized skylight shades,69,,"October 2024 : 2400, November 2024 : 2400, December 2024 : 1900, January 2025 : 2400, February 2025 : 1900, March 2025 : 2900, April 2025 : 3600, May 2025 : 4400, June 2025 : 5400, July 2025 : 4400, August 2025 : 3600, September 2025 : 4400"
related_keywords,shades for sliding glass doors,100,,"October 2024 : 2900, November 2024 : 3600, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 3600, July 2025 : 3600, August 2025 : 2900, September 2025 : 2400"
related_keywords,indoor window shades,100,,"October 2024 : 2400, November 2024 : 2400, December 2024 : 2400, January 2025 : 2900, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,blackout shades for bedroom,100,,"October 2024 : 1900, November 2024 : 1900, December 2024 : 1900, January 2025 : 6600, February 2025 : 1900, March 2025 : 2900, April 2025 : 2400, May 2025 : 2900, June 2025 : 4400, July 2025 : 3600, August 2025 : 3600, September 2025 : 2900"
related_keywords,fabric vertical blinds,100,,"October 2024 : 1900, November 2024 : 2400, December 2024 : 1600, January 2025 : 1900, February 2025 : 1900, March 2025 : 2400, April 2025 : 1900, May 2025 : 1900, June 2025 : 5400, July 2025 : 2900, August 2025 : 6600, September 2025 : 3600"
related_keywords,remote blinds for windows,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2400, January 2025 : 3600, February 2025 : 2400, March 2025 : 2900, April 2025 : 2900, May 2025 : 2900, June 2025 : 2400, July 2025 : 2400, August 2025 : 2400, September 2025 : 2400"
related_keywords,white wood blinds,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 3600, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,skylight blinds motorized,69,,"October 2024 : 2400, November 2024 : 2400, December 2024 : 1900, January 2025 : 2400, February 2025 : 1900, March 2025 : 2900, April 2025 : 3600, May 2025 : 4400, June 2025 : 5400, July 2025 : 4400, August 2025 : 3600, September 2025 : 4400"
related_keywords,coolaroo outdoor roller shade,100,,"October 2024 : 2900, November 2024 : 1900, December 2024 : 1600, January 2025 : 1600, February 2025 : 2400, March 2025 : 2900, April 2025 : 3600, May 2025 : 3600, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 2900"
related_keywords,fabric blinds for windows,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2400, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2400, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,horizontal blinds for windows,100,,"October 2024 : 1600, November 2024 : 1600, December 2024 : 1300, January 2025 : 1600, February 2025 : 1300, March 2025 : 1600, April 2025 : 1600, May 2025 : 1600, June 2025 : 2400, July 2025 : 6600, August 2025 : 12100, September 2025 : 2400"
related_keywords,roll up shades,100,,"October 2024 : 2400, November 2024 : 2400, December 2024 : 1900, January 2025 : 2900, February 2025 : 1900, March 2025 : 2900, April 2025 : 2900, May 2025 : 3600, June 2025 : 3600, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,power blinds for windows,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2400, January 2025 : 4400, February 2025 : 2400, March 2025 : 2900, April 2025 : 2400, May 2025 : 2400, June 2025 : 2400, July 2025 : 2400, August 2025 : 2400, September 2025 : 2400"
related_keywords,roman shades for living room,97,,"October 2024 : 1900, November 2024 : 1900, December 2024 : 1900, January 2025 : 6600, February 2025 : 2400, March 2025 : 2400, April 2025 : 2400, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,semi sheer curtains,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2400, January 2025 : 2900, February 2025 : 2400, March 2025 : 2900, April 2025 : 2400, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 3600, September 2025 : 2900"
related_keywords,french door shades,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2900, January 2025 : 2900, February 2025 : 2400, March 2025 : 2900, April 2025 : 2400, May 2025 : 2400, June 2025 : 2400, July 2025 : 2900, August 2025 : 2400, September 2025 : 2400"
related_keywords,window blinds installation near me,31,,"October 2024 : 1300, November 2024 : 1900, December 2024 : 2400, January 2025 : 2400, February 2025 : 5400, March 2025 : 9900, April 2025 : 1900, May 2025 : 1300, June 2025 : 1300, July 2025 : 1300, August 2025 : 1300, September 2025 : 3600"
related_keywords,cheap custom blinds,100,,"October 2024 : 5400, November 2024 : 3600, December 2024 : 2400, January 2025 : 2900, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,insulated blinds,100,,"October 2024 : 2900, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 2400, March 2025 : 1600, April 2025 : 1600, May 2025 : 1600, June 2025 : 1900, July 2025 : 1600, August 2025 : 1600, September 2025 : 1600"
related_keywords,sun shades for windows,100,,"October 2024 : 1900, November 2024 : 2400, December 2024 : 1600, January 2025 : 1900, February 2025 : 1900, March 2025 : 2900, April 2025 : 2900, May 2025 : 3600, June 2025 : 4400, July 2025 : 3600, August 2025 : 2900, September 2025 : 1900"
related_keywords,automatic blackout blinds,100,,"October 2024 : 1900, November 2024 : 4400, December 2024 : 4400, January 2025 : 2900, February 2025 : 1900, March 2025 : 2400, April 2025 : 2400, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,best window shades,100,,"October 2024 : 3600, November 2024 : 2900, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 2900, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,skylight covers,100,,"October 2024 : 2400, November 2024 : 1600, December 2024 : 1300, January 2025 : 1600, February 2025 : 1600, March 2025 : 2400, April 2025 : 2900, May 2025 : 3600, June 2025 : 5400, July 2025 : 4400, August 2025 : 2900, September 2025 : 1900"
related_keywords,temporary window coverings,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 2900, January 2025 : 2400, February 2025 : 2400, March 2025 : 2400, April 2025 : 2400, May 2025 : 2400, June 2025 : 3600, July 2025 : 3600, August 2025 : 5400, September 2025 : 5400"
related_keywords,ripple fold drapery,100,,"October 2024 : 2900, November 2024 : 3600, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 2900, April 2025 : 2900, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 3600"
